Crop_Type,Fertilizer_Type,Nitrogen_kg_ha,Irrigation_Method,Irrigation_Water_mm,Avg_Temperature_C,Rainfall_mm,Humidity_%,CO2_kg_ha,CH4_kg_ha,N2O_kg_ha,Total_GHG_kgCO2e,Scenario_Type,Intervention_Type
Soybean,Synthetic,110.92854625960432,Drip,495.2962758573017,18.512732962388384,1294.485010982315,57.83766633467947,417.5246631131538,1.2081445702062135,1.0793772981484602,769.3827122165503,Counterfactual,Reduced_Input
Soybean,Synthetic,103.35735544927296,Drip,451.0325332694095,17.84728414463342,1294.485010982315,57.83766633467947,378.65414771684567,1.1663947237823153,0.908387773189467,678.5135722218647,Counterfactual,Reduced_Input
Maize,Mixed,145.73171868844747,Flood,1171.7120953891038,31.222845606652097,1166.075425397848,51.79924598744779,976.5015532417101,2.7573460074630805,1.4413427445527143,1474.9553413049962,Baseline,None
Maize,Mixed,96.25809702770849,Flood,1030.1138747043522,32.69821582983421,1166.075425397848,51.79924598744779,865.0710273844729,1.7312446103818613,1.6933814172350776,1412.9798049800725,Counterfactual,Reduced_Input
Maize,Mixed,113.86386625926554,Flood,946.7061340256174,32.42590683138687,1166.075425397848,51.79924598744779,798.100264404161,2.037560096710355,1.4070925439541322,1268.3528449202513,Counterfactual,Reduced_Input
Maize,Mixed,125.93265864194753,Flood,966.5111047730759,32.51847929248981,1166.075425397848,51.79924598744779,809.3650196352954,1.7748707779635133,1.4796147635030166,1294.6619886082822,Counterfactual,Reduced_Input
Soybean,Organic,184.83556047891267,Drip,1007.4401551640625,32.40228249808733,681.6041699662367,45.50259622638384,837.5172883882942,4.272059063689973,2.021972649180873,1546.8666144364438,Baseline,None
Soybean,Organic,158.6294222206059,Drip,706.6088797070564,33.913029800664894,681.6041699662367,45.50259622638384,604.720803558147,2.6656498240020614,1.4789418440321467,1112.0867186797782,Counterfactual,Reduced_Input
Soybean,Organic,129.62232311711972,Drip,895.1931282979094,33.72548543010809,681.6041699662367,45.50259622638384,757.1488185929528,2.8739248659480725,2.1213236477685955,1461.151387276696,Counterfactual,Reduced_Input
Soybean,Organic,164.78730206427576,Drip,899.1297190455863,33.654064793912696,681.6041699662367,45.50259622638384,759.6091113628166,2.8066065213562226,1.4018162601815969,1247.515519930838,Counterfactual,Reduced_Input
Rice,Mixed,294.1537389581632,Flood,611.0370133182313,10.826268322513709,714.0854976320196,71.71756723506819,511.69398862636893,15.0,3.6988561969355294,1988.9531353131567,Baseline,None
Rice,Mixed,216.007371005406,Flood,495.29353768884886,12.418965046393103,714.0854976320196,71.71756723506819,409.0700055753581,9.726479814832278,2.5277911070880137,1405.513750858393,Counterfactual,Reduced_Input
Rice,Mixed,247.36621204842632,Flood,485.2001283294772,12.809691463408551,714.0854976320196,71.71756723506819,402.3633583467616,11.395035374953654,3.3338096759080686,1680.7145261412074,Counterfactual,Reduced_Input
Rice,Mixed,189.79248210010465,Flood,489.83156186508734,12.52208112930459,714.0854976320196,71.71756723506819,409.46425660199975,9.660723142696646,2.152572876135843,1292.4490522578972,Counterfactual,Reduced_Input
Wheat,Mixed,106.6239437994845,Sprinkler,845.1727904094498,14.359160725124786,1129.1252857229592,59.33676731502687,691.7589176166813,4.698774473114251,0.8878606794256954,1073.8107619133948,Baseline,None
Wheat,Mixed,92.03798085208163,Sprinkler,635.2220023383696,16.019144771158967,1129.1252857229592,59.33676731502687,531.3220038589337,3.3170064073184315,1.1726937506062183,963.7099017225476,Counterfactual,Reduced_Input
Wheat,Mixed,71.7105398015146,Sprinkler,607.3585384988859,16.256376483078114,1129.1252857229592,59.33676731502687,507.7399511941344,3.137869589429529,0.9384913158927023,865.857103065898,Counterfactual,Reduced_Input
Wheat,Mixed,75.14459689701336,Sprinkler,714.3325506514842,16.256270985077364,1129.1252857229592,59.33676731502687,592.0129103317712,3.4226170658448085,0.9768830178679233,968.6894763025326,Counterfactual,Reduced_Input
Maize,Synthetic,246.33516277848588,Rainfed,868.9882547142287,24.517165535911367,746.7393198740917,87.00667212288892,714.9383514369713,2.7936965719449893,2.8845264859880673,1644.36965856004,Baseline,None
Maize,Synthetic,221.2920499456465,Rainfed,638.8671739568092,25.535240899526887,746.7393198740917,87.00667212288892,541.6601653681663,1.8809784606097901,2.2564823796933227,1261.1163760320212,Counterfactual,Reduced_Input
Maize,Synthetic,202.7957077467183,Rainfed,733.5894436058933,25.825226327763758,746.7393198740917,87.00667212288892,627.045112121166,2.031761993975537,2.6238205818399067,1459.7376953588466,Counterfactual,Reduced_Input
Maize,Synthetic,166.31036352389216,Rainfed,710.809945965648,26.496058394186377,746.7393198740917,87.00667212288892,600.3540507724799,1.9189311531267343,2.2688780278351066,1324.45298189551,Counterfactual,Reduced_Input
Sugarcane,Organic,194.22597115658976,Flood,692.5176938188639,14.881074694951113,1166.9425383138064,54.03861812204279,571.1850856035434,1.7084427176281958,2.3517016861140885,1314.7032560062466,Baseline,None
Sugarcane,Organic,171.33402725750278,Flood,616.8848693159532,16.79593908517156,1166.9425383138064,54.03861812204279,515.8840448088117,1.3553605077879893,2.0187686104255356,1151.361103410321,Counterfactual,Reduced_Input
Sugarcane,Organic,172.68359045676914,Flood,602.907213854393,16.1755235870207,1166.9425383138064,54.03861812204279,500.70997425012314,1.133354248929991,2.3858744359851247,1240.0344123969403,Counterfactual,Reduced_Input
Sugarcane,Organic,126.41155069268511,Flood,561.8813309118224,16.817229469111894,1166.9425383138064,54.03861812204279,474.9745525093019,1.0582697251983797,1.7059610898925237,1009.8077004272334,Counterfactual,Reduced_Input
Wheat,Mixed,123.82264710473468,Sprinkler,522.5507642386006,31.21674487311686,463.94559773043454,75.44554984550592,457.8392906261113,2.679123425785106,0.5849277807535361,699.1258549352926,Baseline,None
Wheat,Mixed,83.81085485158458,Sprinkler,429.6949263580692,32.2983390535171,463.94559773043454,75.44554984550592,382.13074346528424,2.082545410162367,0.8389467888866299,684.2005218075592,Counterfactual,Reduced_Input
Wheat,Mixed,75.31946280220772,Sprinkler,426.28279367469486,32.65521899613495,463.94559773043454,75.44554984550592,383.8166390677709,1.6905491809404425,0.5437940323074437,588.1309902189003,Counterfactual,Reduced_Input
Wheat,Mixed,110.76582961072305,Sprinkler,453.46260349736264,33.077149491428536,463.94559773043454,75.44554984550592,396.82172442224675,1.7825018542625772,1.4355158308645752,869.1679883764546,Counterfactual,Reduced_Input
Sugarcane,Synthetic,71.33686624844199,Sprinkler,251.68172116860768,23.283865789203702,948.7621459321279,71.87149507491033,230.21828745577776,4.180744779074814,-0.1565288983474996,288.09129522509323,Baseline,None
Sugarcane,Synthetic,48.5982169742793,Sprinkler,198.27342135943007,24.36232217054597,948.7621459321279,71.87149507491033,190.45078927470962,2.8503924448943345,0.7346747873854889,480.64368703794366,Counterfactual,Reduced_Input
Sugarcane,Synthetic,46.510801868817786,Sprinkler,184.05167364882254,24.534108687368295,948.7621459321279,71.87149507491033,177.89721447678286,3.0604702146191975,1.0877658945101425,578.5632064062853,Counterfactual,Reduced_Input
Sugarcane,Synthetic,48.79300183851655,Sprinkler,224.24163228231703,25.02176270589947,948.7621459321279,71.87149507491033,212.51681685458644,2.8592950215037782,1.2221628811659886,648.2037309796455,Counterfactual,Reduced_Input
Soybean,Organic,89.66161191062275,Rainfed,320.1646478056422,18.54699166791004,410.15887897613027,44.70784941342801,281.3875914145608,2.385217284357603,1.4254855338574677,765.8127126130262,Baseline,None
Soybean,Organic,66.29598807061987,Rainfed,265.7221659152886,19.59505059210707,410.15887897613027,44.70784941342801,238.35959928813435,1.6884368531578682,0.7960959402058413,517.8071107984217,Counterfactual,Reduced_Input
Soybean,Organic,72.19455536218449,Rainfed,263.5500076934678,20.490883272470796,410.15887897613027,44.70784941342801,237.0232661146202,1.7541690975488968,1.2180653990638866,643.8609824743808,Counterfactual,Reduced_Input
Soybean,Organic,69.21967109819288,Rainfed,232.3435075311566,20.35819584464604,410.15887897613027,44.70784941342801,213.71336798985834,1.822509628277399,0.96452285757889,546.7039202553026,Counterfactual,Reduced_Input
Wheat,Mixed,118.49028183028344,Rainfed,414.58911970837414,19.431477080699395,346.75575877228033,70.91269421689464,348.5329464525513,2.54158648386226,2.036989058785591,1019.0953480672139,Baseline,None
Wheat,Mixed,95.32354781895788,Rainfed,318.45623187690654,20.692171608935297,346.75575877228033,70.91269421689464,279.47533602012857,1.7020174114599003,1.7292665995482208,837.3472179719959,Counterfactual,Reduced_Input
Wheat,Mixed,104.38928014492913,Rainfed,293.4616287320741,20.849423112414975,346.75575877228033,70.91269421689464,261.27241039620236,1.7402094949731022,1.2678945493957294,682.6102234904573,Counterfactual,Reduced_Input
Wheat,Mixed,91.30340769249965,Rainfed,337.9667963307956,21.163124835999035,346.75575877228033,70.91269421689464,294.12601641895736,1.8200524533294453,0.9853120575140878,633.2503208913917,Counterfactual,Reduced_Input
Sugarcane,Synthetic,237.71776694787434,Sprinkler,954.5428740846824,12.578096720898316,1383.06348801548,65.26261862239286,783.4737302717289,4.582092913984802,2.5910191565809373,1670.1497617824682,Baseline,None
Sugarcane,Synthetic,170.38670635703937,Sprinkler,670.249012457744,14.48347869731758,1383.06348801548,65.26261862239286,551.7401003542511,3.6199101898048727,1.9633283375979098,1227.30969970355,Counterfactual,Reduced_Input
Sugarcane,Synthetic,210.42352263313032,Sprinkler,777.654221826928,14.209933933068115,1383.06348801548,65.26261862239286,637.8349776458546,3.050450045274387,1.9874687415569994,1306.3619137617002,Counterfactual,Reduced_Input
Sugarcane,Synthetic,190.5915358516843,Sprinkler,811.8147610027884,14.369675764624164,1383.06348801548,65.26261862239286,666.6689685810422,3.252854227935997,2.0773544567926367,1367.0419524036479,Counterfactual,Reduced_Input
Sugarcane,Mixed,186.47894254124722,Sprinkler,905.8314838786946,34.21629859935337,1125.6360122100468,81.84819371186869,766.0259100296253,2.7043659001877645,2.2655333889669502,1508.7640074464705,Baseline,None
Sugarcane,Mixed,124.33911001972778,Sprinkler,705.9419405513024,36.10819550813015,1125.6360122100468,81.84819371186869,604.555004616831,1.7487663493189416,1.5053744874864536,1096.8757606207676,Counterfactual,Reduced_Input
Sugarcane,Mixed,144.407731374133,Sprinkler,790.4536483483188,36.09665856799179,1125.6360122100468,81.84819371186869,675.1172340911988,1.9427562845073434,1.819857619950734,1266.0037119492013,Counterfactual,Reduced_Input
Sugarcane,Mixed,131.4798640157456,Sprinkler,762.3806033651098,35.69796558731749,1125.6360122100468,81.84819371186869,650.1036378761286,1.7571477644715199,2.021234002635686,1296.360064773351,Counterfactual,Reduced_Input
Maize,Mixed,173.15627607271477,Drip,211.35364476741907,21.716516049853155,367.5639308182048,45.9408958134036,191.00658035599744,3.984179517061693,2.239234593041622,957.9029770089433,Baseline,None
Maize,Mixed,134.19795452603762,Drip,188.6192863402435,23.09138662937686,367.5639308182048,45.9408958134036,177.40143161178952,2.568676902222903,1.8174186518257853,783.2091124114461,Counterfactual,Reduced_Input
Maize,Mixed,153.93017403128084,Drip,148.46132984237855,23.686394876560794,367.5639308182048,45.9408958134036,147.23051492812118,2.4493114625666745,1.9143898329184952,778.9514717019997,Counterfactual,Reduced_Input
Maize,Mixed,132.66476925578417,Drip,188.92067609427286,23.239613894023304,367.5639308182048,45.9408958134036,181.90189002650186,2.7527023502192507,2.0273203134079223,854.860902177544,Counterfactual,Reduced_Input
Sugarcane,Organic,146.05045784480498,Drip,937.1007058430192,32.88135854172766,1450.4428888894154,42.89319488788537,787.9639532565421,2.342640259187853,1.3148246001216795,1238.3476905724988,Baseline,None
Sugarcane,Organic,95.06482300218593,Drip,777.2029053487457,34.26962692571753,1450.4428888894154,42.89319488788537,660.2606401212532,1.57441594095846,0.9137060488727525,971.9054412092951,Counterfactual,Reduced_Input
Sugarcane,Organic,99.02001365285078,Drip,740.9169575861505,33.91367449283731,1450.4428888894154,42.89319488788537,628.6281424332423,1.688004376380072,0.9946435010749634,967.2320151630831,Counterfactual,Reduced_Input
Sugarcane,Organic,99.50232103064809,Drip,680.9320690611067,33.95755892132682,1450.4428888894154,42.89319488788537,587.4414056782383,1.6778751462153803,1.1571912276205227,974.2312701645385,Counterfactual,Reduced_Input
Rice,Organic,283.18212083850335,Drip,1066.0638895004083,11.130466752654735,331.6403693967024,58.82316834390248,860.720942360679,2.523563426524086,3.545924212273632,1980.4954432813233,Baseline,None
Rice,Organic,252.30799736458377,Drip,925.7952375742757,12.968795457365873,331.6403693967024,58.82316834390248,753.4948631522658,1.6521300733699258,2.292016587980285,1477.819058204639,Counterfactual,Reduced_Input
Rice,Organic,174.69863231458206,Drip,930.6145826039854,12.943367761784813,331.6403693967024,58.82316834390248,760.9610828406239,1.9909733044273774,2.5512535846551536,1571.0089836785442,Counterfactual,Reduced_Input
Rice,Organic,242.09075752018094,Drip,798.982498531265,12.58101088796483,331.6403693967024,58.82316834390248,655.8896873204955,1.8531539120620153,2.494512055579614,1445.5831276847707,Counterfactual,Reduced_Input
Wheat,Mixed,55.54618550757541,Rainfed,698.165186645893,21.905267419725355,1297.6457880750013,55.38886198855247,597.5147591764393,2.6821431146603003,0.38492492036072334,779.2759633104423,Baseline,None
Wheat,Mixed,46.40330998983257,Rainfed,577.9915988773438,23.710312087244716,1297.6457880750013,55.38886198855247,493.253610373391,2.1352341382536997,0.6268794588220638,733.4445425587085,Counterfactual,Reduced_Input
Wheat,Mixed,43.4607994532121,Rainfed,577.6122109786188,23.46008302826758,1297.6457880750013,55.38886198855247,488.8804784218997,1.9029517373353124,0.5968880851044475,714.3269212164079,Counterfactual,Reduced_Input
Wheat,Mixed,40.84161791238888,Rainfed,615.8475006565542,23.203226871267304,1297.6457880750013,55.38886198855247,521.2046797335556,2.036536126625171,1.061871586026765,888.5558155351607,Counterfactual,Reduced_Input
Wheat,Synthetic,242.22943532884938,Drip,266.23597785186587,11.146531660115823,1044.9668213065095,57.37067041127071,219.5066733750161,2.36625284182618,3.0945472579420152,1200.8380772873911,Baseline,None
Wheat,Synthetic,184.37996541335886,Drip,210.86523934038001,12.731297766064976,1044.9668213065095,57.37067041127071,181.53088214722604,1.5049686440789913,2.696097414675837,1022.5921278226003,Counterfactual,Reduced_Input
Wheat,Synthetic,195.95160825827995,Drip,208.2849896859387,13.02084926497024,1044.9668213065095,57.37067041127071,182.29820401145224,1.7046179731546207,2.4917531629616723,967.4560959028961,Counterfactual,Reduced_Input
Wheat,Synthetic,161.60451104732314,Drip,230.123231254264,12.491614287938209,1044.9668213065095,57.37067041127071,198.85823042185208,1.6794315370488204,1.8684961901226746,797.6558835046296,Counterfactual,Reduced_Input
Sugarcane,Synthetic,101.58342960144813,Rainfed,564.2698610480754,22.58543177137142,1128.4737943552384,41.965606992054944,484.5415823269852,1.3270361277954876,1.4762956505626472,957.6535893895413,Baseline,None
Sugarcane,Synthetic,87.5723915598531,Rainfed,498.9130110318716,23.646509731226285,1128.4737943552384,41.965606992054944,425.6451293353621,0.9948152050997286,1.3062749780983902,839.7854529361756,Counterfactual,Reduced_Input
Sugarcane,Synthetic,66.57334115480168,Rainfed,418.6148054515956,23.955903874162804,1128.4737943552384,41.965606992054944,362.70675621642033,0.8941340222264147,1.511122616877799,835.3746466016648,Counterfactual,Reduced_Input
Sugarcane,Synthetic,75.0458165932301,Rainfed,479.34396721329466,23.62211497426202,1128.4737943552384,41.965606992054944,408.85790420236054,1.0338160397693856,1.1559704268324098,779.1824923926533,Counterfactual,Reduced_Input
Maize,Mixed,76.79300283494402,Rainfed,647.4123668234547,23.315431661375577,590.9646043616756,53.46216154746905,545.6694570655468,2.288316662332713,0.8280634727391238,849.6402885001236,Baseline,None
Maize,Mixed,50.94711992118509,Rainfed,495.5938239568019,24.435193793194827,590.9646043616756,53.46216154746905,428.5289840843885,1.6837902278650525,0.67683225881355,672.3197529074528,Counterfactual,Reduced_Input
Maize,Mixed,64.25665045005529,Rainfed,517.728185523088,24.402351949463,590.9646043616756,53.46216154746905,446.5089688358879,1.7141503113069356,1.48337862644838,931.4095573001784,Counterfactual,Reduced_Input
Maize,Mixed,56.02033152817034,Rainfed,469.708069935004,24.5992075671743,590.9646043616756,53.46216154746905,401.35655715857666,1.6342142984140056,1.0909635591166134,767.3190552356775,Counterfactual,Reduced_Input
Maize,Synthetic,201.4437048392218,Drip,437.2267917359945,12.544561815510093,483.4309670211984,52.29788641922541,362.76765137331927,2.1403806747753884,2.2263693468862806,1079.7352336148156,Baseline,None
Maize,Synthetic,131.34372871077446,Drip,384.4767281250319,13.624795561171736,483.4309670211984,52.29788641922541,325.9850637780971,1.7047612462539843,0.8252968880306288,614.5425675675741,Counterfactual,Reduced_Input
Maize,Synthetic,127.63708236518855,Drip,340.8493796441905,14.514032248785462,483.4309670211984,52.29788641922541,290.91707462331084,1.3946304502606188,1.6028423038101858,803.4298424152616,Counterfactual,Reduced_Input
Maize,Synthetic,131.1934915180004,Drip,364.5285001879129,14.473937804637679,483.4309670211984,52.29788641922541,313.8503619822075,1.404080773147553,2.1873180451206964,1000.773158756864,Counterfactual,Reduced_Input
Soybean,Synthetic,291.9985166260586,Drip,910.9524788367482,14.987673183457993,1183.4966204381858,66.49200115905583,750.5682128295579,1.3491607183587018,3.997728702363064,1975.6203840927185,Baseline,None
Soybean,Synthetic,219.53359133028778,Drip,807.4708902637949,16.308315375617507,1183.4966204381858,66.49200115905583,669.2718325407341,0.9320725317605153,2.11552906806071,1323.0013081168386,Counterfactual,Reduced_Input
Soybean,Synthetic,223.25649897194654,Drip,737.6751028392918,16.18940364578823,1183.4966204381858,66.49200115905583,610.3500859478744,0.8469558172278251,2.5043037129728782,1377.8064878444877,Counterfactual,Reduced_Input
Soybean,Synthetic,175.43658355794713,Drip,658.9276489657951,16.460839384509885,1183.4966204381858,66.49200115905583,548.2886762497766,0.8382873184014967,2.4917609047489124,1311.79060882499,Counterfactual,Reduced_Input
Sugarcane,Organic,291.25672766662814,Rainfed,324.29722348554475,28.271686880091107,1426.0085481852454,49.061653308283006,292.58541686758474,3.2978924527196476,3.5383756257359877,1429.4686646549003,Baseline,None
Sugarcane,Organic,248.31052503224132,Rainfed,236.0736151718576,30.066954191950998,1426.0085481852454,49.061653308283006,223.64156260436843,2.087081658679107,2.833444433165148,1120.1850451545602,Counterfactual,Reduced_Input
Sugarcane,Organic,245.9291468363423,Rainfed,270.1523787882971,29.794752304860225,1426.0085481852454,49.061653308283006,250.8975351999664,2.2375838232069607,3.2124871730656155,1264.1583083536939,Counterfactual,Reduced_Input
Sugarcane,Organic,246.10606076644518,Rainfed,255.49010275686138,29.648631309516013,1426.0085481852454,49.061653308283006,238.91589932478442,2.471842538124923,2.3920351528895853,1013.538438339004,Counterfactual,Reduced_Input
Rice,Synthetic,274.89364331864215,Flood,583.8912213732115,23.588821527849717,1387.7665331574563,71.21189979569961,501.13833314802355,15.0,2.559430596933785,1638.8486510342914,Baseline,None
Rice,Synthetic,176.42168823127847,Flood,501.44872247407375,25.208894283778232,1387.7665331574563,71.21189979569961,431.6558157332513,11.365791633673593,2.4068368611632187,1433.0379912017302,Counterfactual,Reduced_Input
Rice,Synthetic,177.44452407808114,Flood,445.1262107400732,24.837310667664184,1387.7665331574563,71.21189979569961,387.1118448333964,11.63029691028525,2.582265682674861,1447.3844410276363,Counterfactual,Reduced_Input
Rice,Synthetic,193.14701545638368,Flood,504.62884109857066,24.699453264804923,1387.7665331574563,71.21189979569961,432.0085041218856,9.449752282046322,2.7038566746314823,1474.0016002132252,Counterfactual,Reduced_Input
Soybean,Synthetic,53.05076807951113,Drip,798.442701205227,24.137708683074344,1159.4148896795427,69.95146823886633,664.3181034479014,2.6943874496819316,0.0477164462079569,745.8972906599208,Baseline,None
Soybean,Synthetic,36.41292703976958,Drip,657.110400687353,26.049561091917308,1159.4148896795427,69.95146823886633,554.138251807693,1.9361668318204202,0.6973098354761896,810.340753575108,Counterfactual,Reduced_Input
Soybean,Synthetic,33.45719895108668,Drip,705.6238205891756,25.92779332019843,1159.4148896795427,69.95146823886633,599.5179559600589,1.6537727359459176,0.22069204582144555,706.6285040134976,Counterfactual,Reduced_Input
Soybean,Synthetic,33.06104342157858,Drip,575.5569366770302,25.978148315054767,1159.4148896795427,69.95146823886633,490.1331595908962,1.7170365976736905,0.20850685574569985,595.1941175449571,Counterfactual,Reduced_Input
Rice,Synthetic,127.8610660114103,Sprinkler,427.3956208771126,25.197359844856468,755.1668380626586,77.21248259216443,369.00126539536967,3.414886126920556,1.842440700620954,1003.4207473534279,Baseline,None
Rice,Synthetic,81.09974124545596,Sprinkler,334.60842343840255,27.060877985469425,755.1668380626586,77.21248259216443,302.58204441653373,2.3773323813096896,0.9535536888182335,646.1743532171097,Counterfactual,Reduced_Input
Rice,Synthetic,111.94701967103288,Sprinkler,349.3590122443932,26.230206515099905,755.1668380626586,77.21248259216443,311.90238006908504,2.443441145450981,1.2860907886358917,756.2434637188553,Counterfactual,Reduced_Input
Rice,Synthetic,83.06545236847388,Sprinkler,302.0728955596565,26.508833015989225,755.1668380626586,77.21248259216443,276.1865789013838,2.199253060740214,0.781294403570462,563.9936376838868,Counterfactual,Reduced_Input
Wheat,Synthetic,94.50899171743785,Flood,1161.0703174694552,13.716568193827824,797.5489484724285,44.26748340393219,946.1074157129244,3.381540069280175,1.1344574593878416,1368.7142403425055,Baseline,None
Wheat,Synthetic,58.60719410424405,Flood,986.9005905198017,14.92647378692341,797.5489484724285,44.26748340393219,807.897350830936,2.157887675196884,0.6688331234060215,1061.1568134858526,Counterfactual,Reduced_Input
Wheat,Synthetic,57.741676707241915,Flood,922.3698057937592,15.28140932709044,797.5489484724285,44.26748340393219,748.2554817563678,2.3270154195316284,1.1094748011989894,1137.0543580019573,Counterfactual,Reduced_Input
Wheat,Synthetic,68.06810887073908,Flood,942.7055776567673,14.871808439758537,797.5489484724285,44.26748340393219,771.2461684480071,2.668789510642187,0.9037699856994094,1107.2893619524857,Counterfactual,Reduced_Input
Wheat,Organic,210.99988580975395,Sprinkler,608.7341710980963,10.634658891508622,487.38311683942845,75.79861144236988,499.89884572092325,1.8878886477317978,2.4873880419202123,1288.3376984064416,Baseline,None
Wheat,Organic,141.22695819393093,Sprinkler,507.91473423694697,11.654369429262985,487.38311683942845,75.79861144236988,419.9259952667115,1.200147676760176,1.7243472316183714,963.7851622079907,Counterfactual,Reduced_Input
Wheat,Organic,167.91873775170444,Sprinkler,455.11191932673114,11.734100284267967,487.38311683942845,75.79861144236988,375.34921447880276,1.455825118247489,2.259184025457535,1084.9816820213355,Counterfactual,Reduced_Input
Wheat,Organic,179.15282047203976,Sprinkler,474.4697571038887,12.302744028079267,487.38311683942845,75.79861144236988,391.52703147013614,1.4711696319073608,1.952663850229229,1010.2000996361303,Counterfactual,Reduced_Input
Wheat,Mixed,101.97156378650683,Flood,226.53220387381973,14.535885877244933,999.6498731636306,61.0712275296249,194.58729910647548,2.5187696326690676,0.6029081499635207,437.2231686123314,Baseline,None
Wheat,Mixed,79.24092778695443,Flood,170.71755217848303,16.160034785094066,999.6498731636306,61.0712275296249,149.45645042377672,1.73096223111892,1.3248995544023292,587.5505734136439,Counterfactual,Reduced_Input
Wheat,Mixed,70.19107846652535,Flood,201.54358629118377,16.299491671404695,999.6498731636306,61.0712275296249,180.7013842867229,1.914192005443609,1.1338397486501248,566.4404295205504,Counterfactual,Reduced_Input
Wheat,Mixed,74.19084407006467,Flood,159.5905470983291,15.804563236629878,999.6498731636306,61.0712275296249,148.65468541586046,1.6411737137431333,1.536861990370698,647.6689013899068,Counterfactual,Reduced_Input
Maize,Organic,83.0690527813326,Rainfed,1100.5723012363856,27.28054644024136,1119.8206277345776,81.12919379558369,913.8284625158004,2.992363014044023,1.670201622696489,1486.3576214304549,Baseline,None
Maize,Organic,51.515490721161136,Rainfed,859.6015750279256,28.77801133422125,1119.8206277345776,81.12919379558369,723.1574848222573,1.879215067700018,0.4497758309252361,904.1710591304782,Counterfactual,Reduced_Input
Maize,Organic,56.412620784390796,Rainfed,829.0607608790682,29.01273101870042,1119.8206277345776,81.12919379558369,694.0656525133303,2.091227166018994,0.8904382445539365,1011.6969285408782,Counterfactual,Reduced_Input
Maize,Organic,64.12833795686733,Rainfed,954.880072694945,28.684927941790384,1119.8206277345776,81.12919379558369,802.6907551110816,2.007200132216559,0.6439286032404732,1044.7614821821564,Counterfactual,Reduced_Input
Maize,Synthetic,72.58424014440197,Sprinkler,970.9859255354785,11.70624263385229,1304.4947888436352,61.859669817862176,792.9977752449595,3.4416186680318304,0.9862544890345752,1172.9420796780587,Baseline,None
Maize,Synthetic,64.22195784514737,Sprinkler,756.7183395960382,13.660329570391923,1304.4947888436352,61.859669817862176,618.4097223772206,2.2507575011583523,0.7557209045937957,899.8834894751305,Counterfactual,Reduced_Input
Maize,Synthetic,55.30576745798927,Sprinkler,711.1527869096653,13.547772294162332,1304.4947888436352,61.859669817862176,582.033071278482,2.3913999957591714,0.7760447423311647,873.0794043871483,Counterfactual,Reduced_Input
Maize,Synthetic,51.04959353919839,Sprinkler,747.958257619195,13.119036184459041,1304.4947888436352,61.859669817862176,618.9131641981329,2.3813808959526623,0.8429901033787517,929.6587374038174,Counterfactual,Reduced_Input
Maize,Mixed,249.8539697422448,Drip,894.6964708544267,16.803628430749068,1008.2768002429045,58.04869484700134,734.7903047053968,3.1676037895134326,2.338573692338235,1510.8753597600266,Baseline,None
Maize,Mixed,215.34507658445168,Drip,757.3113339465823,18.610189578610516,1008.2768002429045,58.04869484700134,631.3679242043396,2.438545346495386,2.9700215030348005,1577.3979657710947,Counterfactual,Reduced_Input
